smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
NC(=Nc1scc(n1)C)N,2776666,156.21,3,2,0.5,0,106,1,1
O[C@@H](c1cc(nc2c1cccc2C(F)(F)F)C(F)(F)F)[C@@H]1CCCCN1,3000516,378.31,9,2,3.6,0,45.2,2,1
CC/C(=C(/c1ccccc1)\c1ccc(cc1)OCCN(C)C)/c1ccccc1,3032583,371.5,2,0,7.1,0,12.5,8,0
O=CN(/C(=C(\SC(=O)c1ccccc1)/CCOP(=O)(O)O)/C)Cc1cnc(nc1N)C,3032771,466.4,10,3,0.5,0,181,10,1
CCC[C@@H](C1(CC)C(=O)NC(=S)NC1=O)C,3033019,242.34,3,2,2.9,0,90.3,4,1
CCC[C@@H](C1(CC=C)C(=O)NC(=S)NC1=O)C,3033023,254.35,3,2,3.2,0,90.3,5,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=S)[nH]c2c1cccc2,3033151,397.5,4,1,4.3,0,67.7,6,1
CC(n1c(=O)c2c(ncn2c2c1cccc2)c1noc(n1)C1CC1)C,3033821,335.4,5,0,2.4,0,77,3,1
CN1CCN(CC1)/C=C/1\N=C2N(C1=O)c1ccc(cc1C(=NC2)c1ccccc1Cl)N(=O)=O,3033860,464.9,7,0,2.9,0,97.3,2,1
CC(=O)OCC1=CO[C@H]([C@H]2C1=C[C@@H](C12OC1)OC(=O)CC(C)C)OC(=O)CC(C)C,3033955,422.5,8,0,1.8,0,101,11,1
CCOC(=O)S/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)OCC,3033983,426.5,10,1,2.1,0,159,13,1
C[C@@H]1N=C(c2c(NC1=O)ccc(c2)[NH]([O])=O)c1ccccc1Cl,3033985,329.74,4,1,2.7,0,87.3,1,1
Clc1ccc(c(c1)Cl)/C(=C/n1cncn1)/Cl,3034012,274.5,2,0,3.8,0,30.7,2,1
O=CN(/C(=C(/SS/C(=C(/N(Cc1cnc(nc1N)C)C=O)\C)/CCOC(=O)c1ccccc1)\CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,3034022,770.9,14,2,4,0,247,19,1
C1CC[C@H](NC1)[C@H]1COC(O1)(c1ccccc1)c1ccccc1,3034023,309.4,3,1,3.4,0,30.5,3,1
O=CN(/C(=C/1\CCOC(=O)S1)/C)Cc1cnc(nc1N)C,3034024,308.36,7,1,0.8,0,124,3,1
CSCC[C@@H](C(=O)Oc1ccc(cc1)NC(=O)C)NC(=O)C,3034043,324.4,5,2,1.2,0,110,8,1
S=C(N1CCC(CC1)c1cnc[nH]1)NC1CCCCC1,3035905,292.4,2,2,2.4,0,76,2,1
O=CN(/C(=C(\SC(=O)c1ccccc1)/CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,3036235,490.6,8,1,3.8,0,141,11,1
C=CC1CN2CCC1CC2[C@H](c1ccnc2c1cc(OC)cc2)O,3036746,324.4,4,1,2.9,0,45.6,4,0
O=C(c1ccc(cc1)F)CCCN1C[C@@H]2CC[C@H](C1)CC2,3037070,289.4,3,0,3.5,0,20.3,5,1
O=CN(/C(=C(/SC(=O)c1ccco1)\CCOC(=O)COC(=O)C)/C)Cc1cnc(nc1N)C,3037171,476.5,11,1,1.5,0,180,13,1
CC[C@@H](C(c1ccccc1)(c1ccccc1)C[C@@H](N(C)C)C)O,3041256,311.5,2,1,3.7,0,23.5,7,1
OCCN1CCCN(CC1)CCCN1c2ccccc2C=Cc2c1cccc2,3042817,377.5,4,1,4,0,30,6,1
CCO[C@H]1CCN(C1)C(=O)c1cc(c2ccccc2)c(=O)n2c1c1cc(Cl)ccc1CC2,3045375,448.9,3,0,3.9,0,49.8,4,1
CNCCCN1Cc2ccccc2Cc2c1cccc2,3047746,266.4,2,1,3.5,0,15.3,4,1
O=N/C(=c\1/[nH][nH]c2c(n(c1=O)Cc1ccccc1)cccc2)/N,3047751,309.32,3,4,3.3,0,110,3,1
CCCCCCCCCNc1ncnc2c1cc[nH]2,3047795,260.38,3,2,4.9,0,53.6,9,1
COc1ccc(cc1)N1C[C@@H](OC1=O)CN1CCC(CC1)(O)c1ccc2c(c1)OCO2,3047810,426.5,7,1,2.5,0,80.7,5,1
NC(=O)CN1C(=O)COc2c1cccc2,3047812,206.2,3,1,0,0,72.6,2,1
N1CCN(CC1)c1cc2ccccc2c(n1)c1ccccc1,3047830,289.4,3,1,3.6,0,28.2,2,1
OCC1(Cl)CN=C(c2c(N1C)cccc2)c1ccccc1Cl,3050405,335.2,3,1,3.7,0,35.8,2,1
CN(CCOC1(CC2C(C1(C)CC2)(C)C)Cc1ccccc1)C,3052772,315.5,2,0,4.9,0,12.5,6,1
Clc1ccc2c(c1)C(=NCCN2C1=NC(=O)CO1)c1ccccc1Cl,3052777,374.2,3,0,3.7,0,54.3,2,1
CCN1CCC[C@H]1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC,3055076,369.5,6,2,1.5,0,110,7,1
CCCC(=O)N(Cc1c(nc2n1cccc2)c1ccc(cc1)Cl)C,3058746,341.8,2,0,4.2,0,37.6,5,1
NCC[C@@H](c1ccccc1)Oc1ccc(cc1)C(F)(F)F,3058751,295.3,5,1,3.5,0,35.2,5,1
CN1CCN(CC1)c1ccccc1Cc1ccccc1,3058753,266.4,2,0,3.8,0,6.5,3,1
CC(CC(=O)O[C@@H]1OC=C(C2=C[C@@H](C3([C@@H]12)CO3)OC(=O)CC(OC(=O)C)(C)C)COC(=O)C)C,3061160,480.5,10,0,0.9,0,127,13,1
Clc1ccc(c(c1)N)N1CCSC1=N,3063289,227.71,3,2,2,0,78.4,1,1
COc1cc(CCN2CCN(CC2)c2ccccc2Cl)ccc1OC,3064105,360.9,4,0,4.4,0,24.9,6,1
COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)CN)C,3070609,458.6,6,1,5,0,66.2,14,1
CC([C@H](N(C(=O)Cc1ccc(c(c1)Cl)Cl)C)CN1CCCC1)C,3081078,357.3,2,0,4.5,0,23.6,6,1
O[C@H]1CCN(C1)C[C@@H](N(C(=O)Cc1ccccc1N)C)c1ccccc1,3081300,353.5,4,2,1.7,0,69.8,6,0
O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1ccc(c(c1)Cl)Cl,3082718,391.3,2,0,4.6,0,23.6,6,1
Cc1cccc(c1)N1CCN(CC1)CCc1[nH]nc(c1)C,3084338,284.4,3,1,2.9,0,35.2,4,1
CSCc1cnc(c(c1CNCC)O)C,3085156,226.34,4,2,1.2,0,70.4,5,1
CN1CCN2[C@H](C1)c1ccccc1Cc1c2nccc1,3085218,265.35,3,0,3.3,0,19.4,0,1
COc1nc2nc(cn2c2c1CCCC2)c1noc(n1)C,3086516,285.3,6,0,3,0,78.3,2,1
Clc1ccc(cc1)[C@H](c1ccccc1)N1CCN(CC1)Cc1ccc(cc1)C(C)(C)C,3246096,433,2,0,7.1,0,6.5,6,1
NC(=Nc1scc(n1)c1ccccc1)N,3763607,218.28,3,2,1.8,0,106,2,1
Cl[C@H](C(F)(F)F)Br,4369439,197.38,3,0,2.3,0,0,0,1
FC(O[C@H](C(F)(F)F)Cl)F,4369440,184.49,6,0,2.1,0,9.2,2,1
CN(Cc1ccc(o1)CSCCNc1ncc(c(=O)[nH]1)Cc1ccc(nc1)C)C,4375468,413.5,6,2,1.5,0,108,10,0
Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)[NH]([O])=O)O,4659569,273.24,5,2,3.3,0,103,2,0
NCC(CC(=O)O)CC(C)C,4715169,159.23,3,2,-1.6,0,63.3,5,1
OCCN1CCN(CC1)C1CC(c2c1cc(cc2)C(F)(F)F)c1ccc(cc1)F,4913274,408.4,7,1,3.7,0,26.7,4,1
Oc1ccc2c(c1)oc(=O)cc2C,5280567,176.17,3,1,1.9,0,46.5,0,0
Cc1nccc2c1[nH]c1c2cccc1,5281404,182.22,1,1,3.6,0,28.7,0,1
Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2)O,5281708,254.24,4,2,2.5,0,66.8,1,1
OCCN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)C(F)(F)F,5281881,434.5,7,1,4.5,0,52,5,1
O=CN(/C(=C(/SC(=O)c1ccccc1)\CCOP(=O)(O)O)/C)Cc1cnc(nc1N)C,5282168,466.4,10,3,0.5,0,181,10,1
CN(CC/C=C/1\c2ccccc2SCc2c1cccc2)C,5282426,295.4,2,0,4.5,0,28.5,3,1
OC[C@H](c1ccccc1)C(=O)O[C@@H]1C[C@@H]2N([C@@H](C1)[C@H]1[C@H]2O1)C,5284456,303.35,5,1,0.9,0,62.3,5,1
CC[C@H](N1CCCC1=O)C(=O)N,5284583,170.21,2,1,-0.3,0,63.4,3,1
CC/C=C(/C1(CC)C(=O)NC(=O)NC1=O)\C,5284636,224.26,3,2,1.7,0,75.3,3,1
CN([C@H](Cc1ccccc1)C)Cc1ccccc1,5311017,239.35,1,0,4.1,0,3.2,5,1
Clc1ccccc1C1(O)C2=NCCCN2c2c1cccc2,5311045,298.8,2,1,2.6,0,35.8,1,1
COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,5311057,296.4,3,2,2.9,0,33.3,5,1
OCCC1CCN(CC1)CC/C=C/1\c2cc(ccc2Sc2c1ccc(c2)F)C(F)(F)F,5311360,451.5,7,1,5.9,0,48.8,5,1
CC[C@@H](c1ccccc1)NC(=O)c1c(O)c(nc2c1cccc2)c1ccccc1,5311424,382.5,3,2,5.7,0,62.2,5,1
OCCN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2,5311507,401,4,1,4.3,0,52,5,1
NCCO/N=C(\c1ccc(cc1)C(F)(F)F)/CCCCOC,5324346,318.33,7,1,2.6,0,56.8,9,1
CCCN(CCCOc1ccc(cc1Cl)Cl)C,5326701,276.2,2,0,5,0,12.5,7,1
CC1C(NC(=O)/C(=N/OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O,5353428,435.4,12,4,0.3,0,238,7,0
NC(=O)OCC1C(NC(=O)/C(=N/OCC(=O)O)/c2csc(n2)N)C(=O)N1S(=O)(=O)O,5353477,466.4,14,5,-1.4,0,291,10,0
CCOC(=O)S/C(=C(/N(Cc1cnc(nc1N)C)C=O)\C)/CCOC(=O)OCC,5353523,426.5,10,1,2.1,0,159,13,1
NC(=N/N=C/c1c(Cl)cccc1Cl)N,5353646,231.08,2,2,1.7,0,76.8,2,0
CC/C(=C\C)/C(=O)NC(=O)N,5354486,156.18,2,2,0.9,0,72.2,2,1
NCCO/N=C(/c1ccc(cc1)C(F)(F)F)\CCCCOC,5361192,318.33,7,1,2.6,0,56.8,9,1
CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)C,5361354,455.5,12,3,-1.4,0,227,8,1
CN(C/C=C(\c1cccnc1)/c1ccc(cc1)Br)C,5365247,317.22,2,0,3.9,0,16.1,4,1
CNC/C=C(\c1cccnc1)/c1ccc(cc1)Br,5378630,303.2,2,1,3.4,0,24.9,4,1
CCOC(=O)[C@@H](N[C@H](C(=O)N1CCC[C@H]1C(=O)O)C)CCc1ccccc1,5388962,376.4,6,2,-0.1,0,95.9,10,0
CN1CCCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,5393145,314.9,2,0,4.2,0,6.5,3,1
COCCCC/C(=N\OCCN)/c1ccc(cc1)Cl,5464200,284.78,4,1,2.4,0,56.8,9,1
CC1C(NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O,5466987,435.4,12,4,0.3,0,238,7,0
OCCC1CCN(CC1)CC/C=C\1/c2cc(ccc2Sc2c1ccc(c2)F)C(F)(F)F,5477380,451.5,7,1,5.9,0,48.8,5,1
Clc1cc2[nH]c(=O)c(=O)[nH]c2c(c1Cl)N(=O)=O,5486198,276.03,4,2,1.5,0,104,0,1
CCCCC/C(=N/OCCN)/c1ccc(c(c1)N)C,5492298,263.38,4,2,2.8,0,73.6,8,1
COc1cccc(c1)C1(O)CCCC[C@H]1CN(C)C,5709842,263.37,3,1,2.6,0,32.7,4,1
OC[C@@H]1C=C[C@H](C1)n1cnc2c1nc(N)nc2NC1CC1,5742631,286.33,6,3,0.9,0,102,4,1
CO/N=C(\c1csc(n1)N)/C(=O)NC1C(C)N(C1=O)OCC(=O)O,5745797,357.35,10,3,0.1,0,185,7,0
O=CN(/C(=C(/SC(=O)C)\CCOC(=O)C)/C)Cc1cnc(nc1N)C,5748361,366.4,8,1,0.5,0,141,9,1
Cc1cccc(n1)/C=N/N1CCN(CC1)C(c1ccccc1)c1ccccc1,5826113,370.5,4,0,4.8,0,31.7,5,1
CNC(=O)CCN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2,5887853,442,4,1,4.2,0,60.9,6,1
CC/C(=C/C)/C(=O)NC(=O)N,5895404,156.18,2,2,0.9,0,72.2,2,1
Cc1ccccc1n1c(/C=C/c2ccccn2)nc2c(c1=O)cccc2,6015423,339.4,3,0,3.6,0,45.6,3,1
C[C@H]1CN(CCCn2c3ccccc3c3c2cccc3)C[C@@H](N1)C,6093332,321.5,2,1,3.9,0,20.2,4,1
CNCC[C@@H](c1ccccc1)Oc1ccccc1C,6093336,255.35,2,1,3.7,0,21.3,6,1
O=CN(/C(=C(/SC(=O)c1ccccc1)\CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,6100722,490.6,8,1,3.8,0,141,11,1
COc1cc(/C=C/C(=O)N)cc(c1OC)OC,6154037,237.25,4,1,0.8,0,70.8,5,1
NC(=O)OCC1C(NC(=O)/C(=N\OCC(=O)O)/c2csc(n2)N)C(=O)N1S(=O)(=O)O,6244162,466.4,14,5,-1.4,0,291,10,0
N[C@@H]1[C@H]2[C@H]1CN(C2)c1nc2c(cc1F)c(=O)c(cn2c1ccc(cc1F)F)C(=O)O,6321305,416.4,10,2,0.3,0,99.8,3,1
O=C1NCCN1C1CCN(CC1)CC[C@H]1COc2c(O1)cccc2,6328465,331.4,4,1,1.8,0,54,4,1
COCCCC/C(=N/OCCN)/c1ccc(cc1)Cl,6335903,284.78,4,1,2.4,0,56.8,9,1
CCOC(=O)c1cncn1[C@H](c1ccccc1)C,6338045,244.29,3,0,3,0,44.1,5,1
OC(=O)C[C@H](C[C@@H](/C=C/c1c(c2ccc(cc2)F)c2c(n1C(C)C)cccc2)O)O,6347538,411.5,5,3,3.5,0,82.7,8,1
FCCN1Cc2c(ncn2c2c(C1=O)cc(F)cc2)C(=O)OCC,6426759,335.3,6,0,1.3,0,64.4,5,1
CC/C=C(\C1(CC)C(=O)NC(=O)NC1=O)/C,6433158,224.26,3,2,1.7,0,75.3,3,1
COc1cc(cc(c1OC)OC)C(=O)/C=C/N1CC=CC1,6433520,289.33,5,0,1.8,0,48,6,1
O=C1CCC(C(=O)N1)(C1CCN(CC1)C/C=C/c1ccccc1)c1ccccc1,6433620,388.5,3,1,3.8,0,49.4,5,1
CO/N=C/C1=CCCN(C1)C,6435812,154.21,3,0,0.7,0,24.8,2,1
Clc1cccc2c1C=Cc1c(/C/2=C/CCN(=O)(C)C)cccc1,6436093,325.8,1,0,4.7,0,18.1,3,1
O=C(Nc1c(C)cccc1Cl)/C=C/1\SCC(=O)N1C,6436118,296.77,3,1,2.2,0,74.7,2,1
Clc1ccc(nn1)N1CCN(CC1)C/C=C/c1ccccc1,6436126,314.8,4,0,3.2,0,32.3,4,1
OCCN1CCN(CC1)CC/C=C/1\c2cc(Cl)ccc2OCc2c1cccc2,6436541,398.9,4,1,4,0,35.9,5,1
Fc1ccc(cc1)/C(=C\CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)/C,6436870,393.5,4,1,4.6,0,35.6,5,1
NC/C(=C/F)/CCc1ccc(cc1)F,6437850,197.22,3,1,2.3,0,26,4,1
CN(CCOC(c1ccccc1)c1ccccc1)C/C=C/c1ccccc1,6443800,357.5,2,0,5.4,0,12.5,9,1
COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(c1OC)OC,6443803,333.4,4,0,3.5,0,48,5,1
COc1ccc2c(c1)/C(=C/CCN(C)C)/c1c(O2)cccc1,6445008,295.4,3,0,4,0,21.7,4,1
CCN(C/C=c\1/c2ccccc2[nH]c2c1ccc(c2)Cl)CC,6445017,312.8,2,1,4.6,0,15.3,4,1
OC[C@@H]1O[C@@H]([C@H]([C@@H]1O)O)n1ccc(nc1=O)N,6480064,243.22,5,4,-2.1,0,129,2,1
COCc1c(c2ccc(cc2)F)c(/C=C/[C@H](C[C@@H](CC(=O)O)O)O)c(nc1C(C)C)C(C)C,6540470,459.5,7,3,3.6,0,99.9,11,1
ClC[C@H](Cn1c(C)ncc1[NH]([O])=O)O,6541429,219.62,4,1,0.6,0,83.9,3,1
CN1[C@H]2CC[C@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1,6602321,307.4,2,0,4.5,0,12.5,4,1
C[C@@H](C(=O)OC(Cc1ccc(cc1)Cl)(C)C)N,6603696,255.74,3,1,2.8,0,52.3,5,1
ClCCN([C@H](COc1ccccc1)C)Cc1ccccc1,6603727,303.8,2,0,4.4,0,12.5,8,0
O=C(N1CCCC[C@H]1CN1CCCC1)Cc1ccc(c(c1)Cl)Cl,6603740,355.3,2,0,4,0,23.6,4,1
OC[C@@H](C(=O)NNCc1ccc(c(c1O)O)O)N,6603743,257.24,7,7,-1.3,0,148,5,0
CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(cc1)Cl,6603760,273.74,3,0,1.1,0,62.8,1,1
CC[C@@H](N(C(=O)c1cc2ccccc2c(n1)c1ccccc1Cl)C)C,6603767,352.9,2,0,5.5,0,33.2,4,1
OC(=O)C(c1ccc(cc1)[C@H](CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O)O)(C)C,6603853,501.7,5,3,3,0,81,10,0
CCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCN[C@H](C1)C)c(c2)F,6603903,351.35,8,2,-0.8,0,72.9,3,0
CNCC[C@@H](c1ccccc1)Oc1ccccc1OC,6603938,271.35,3,1,3.1,0,30.5,7,1
NC(=O)CN1C[C@H](CC1=O)O,6603951,158.16,3,2,-2.2,0,83.6,2,1
O=C1NCN(C21CCN(CC2)C[C@H]1COc2c(O1)cccc2)c1ccccc1,6603993,379.5,5,1,3.1,0,54,3,1
COc1cc2c(cc1OC)CCN(C[C@H]2c1ccccc1)C,6603996,297.4,3,0,3.7,0,21.7,3,1
CC[C@@H](c1ccccc1)NC(=O)c1c(C)c(nc2c1cccc2)c1ccccc1,6604009,380.5,2,1,5.9,0,42,5,1
CCN(C(=O)N[C@@H]1CN(C)[C@@H]2[C@@H](C1)c1cccc3c1c(C2)c[nH]3)CC,6604019,340.5,2,2,2.5,0,51.4,3,1
CN(C[C@@H](CN1c2ccccc2CCc2c1cccc2)C)C,6604024,294.4,2,0,5.8,0,6.5,4,1
O[C@H](c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,6604035,471.7,3,2,6.6,0,43.7,9,1
C[C@@H]1O[C@H]1P(=O)(O)O,6604158,138.06,4,2,-1.4,0,70.1,1,1
CCCN1C[C@@H](CSC)C[C@@H]2[C@@H]1Cc1c[nH]c3c1c2ccc3,6604160,314.5,2,1,4.2,0,44.3,4,1
CCN1C(=O)N[C@H](C1=O)c1ccccc1,6604216,204.22,2,1,1,0,49.4,2,1
N[C@H]1C[C@H]1c1ccccc1,6604304,133.19,1,1,1.5,0,26,1,1
OCC/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/SSC[C@@H]1CCCO1,6604305,398.5,8,2,0.6,0,152,9,1
CCc1c(C)[nH]c2c1C(=O)[C@@H](CC2)CN1CCOCC1,6604347,276.37,3,1,1.7,0,45.3,3,1
CCN(C(=O)N[C@@H]1CN(C)[C@@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CC,6604356,338.4,2,2,2.7,0,51.4,3,1
OC[C@@H]1O[C@@H]([C@H]([C@@H]1O)O)n1cnc(n1)C(=O)N,6604395,244.2,7,4,-1.8,0,144,3,1
O[C@H](COc1cccc2c1CCC(=O)N2)CNC(C)(C)C,6604410,292.37,4,3,1,0,70.6,6,1
CN(C[C@@H](CN1c2ccccc2Sc2c1cccc2)C)C,6604496,298.4,3,0,4.7,0,31.8,4,1
OC(=O)CCCC[C@@H]1SC[C@@H]2[C@@H]1NC(=O)N2,6604653,244.31,4,3,0.3,0,104,5,1
O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2c(O1)cccc2,6604719,358.4,5,1,2.3,0,67.9,5,1
O=C(N([C@H]1CCCC[C@@H]1N1CCCC1)C)Cc1ccc(c(c1)Cl)Cl,6604724,369.3,2,0,4.4,0,23.6,4,1
CO[C@H]1CN(CCCOc2ccc(cc2)F)CC[C@@H]1NC(=O)c1cc(Cl)c(cc1OC)N,6604902,465.9,7,2,3.4,0,86,9,1
O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)O,6857980,547.6,12,4,-0.2,1,242,9,1
OC(=O)CO/N=C(/c1csc(n1)N)\C(=O)NC1C(=O)N(C1(C)C)OS(=O)(=O)O,6857985,437.4,13,4,-0.6,0,247,8,0
CNCCSC1=Cc2ccccc2Oc2c1cc(F)cc2,6917740,301.4,4,1,3.8,0,46.6,4,1
CCC(=O)N([C@H]1CCC[C@@H]1N(C)C)c1ccc(c(c1)Cl)Cl,6917770,329.3,2,0,4,0,23.6,4,1
O=C(c1ccccc1)O[C@@H]1CN2CCC1CC2,6918883,231.29,3,0,2.4,0,29.5,3,1
OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCCN1,6918919,267.4,2,2,3,0,32.3,3,1
O[C@@H](c1ccccc1)C(=O)OC1C[C@@H]2CC[C@@H](C1)N2C,6921553,275.34,4,1,1.9,0,49.8,4,0
OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2CC[C@@H](C1)N2C,6931560,289.4,4,1,1.8,0,49.8,5,1
CC[C@@H]1CN2CCc3c([C@@H]2C[C@@H]1C[C@@H]1NCCc2c1cc(OC)c(c2)OC)cc(c(c3)OC)OC,6971179,480.6,6,1,4.7,0,52.2,7,0
CCOC(=O)N[C@H](C(Cl)(Cl)Cl)O,6999805,236.48,3,2,1.8,0,58.6,3,1
OC[C@@H]1O[C@@H]([C@H]([C@@H]1O)O)n1cnc2c1ncnc2N,7000182,267.24,8,4,-1.1,0,140,2,1
CN1CCC[C@@H](C1)CN1c2ccccc2Sc2c1cccc2,7047380,310.5,3,0,5.6,0,31.8,2,1
CC[C@@H]1C(=NN=C(c2c1cc(OC)c(c2)OC)c1ccc(c(c1)OC)OC)C,7048810,382.5,6,0,3.2,0,61.6,6,1
OC[C@@H]1O[C@@H]([C@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O,7059438,244.2,6,4,-2,0,119,2,1
FC(OC([C@H](Cl)F)(F)F)F,7059516,184.49,6,0,2.1,0,9.2,3,1
CSc1ccc2c(c1)[C@H](Cc1c(S2)cccc1)N1CCN(CC1)C,7059581,356.6,4,0,4.2,0,57.1,2,1
FC(O[C@H](C(F)(F)F)F)F,7098670,168.04,7,0,2.6,0,9.2,2,1
NCCc1nc2n(c1)cccc2,7536516,161.2,2,1,1.1,0,43.3,2,0
CCN(C(=O)[C@H]1CN2CCc3c([C@@H]2C[C@@H]1OC(=O)C)cc(c(c3)OC)OC)CC,9548764,404.5,6,0,2.1,0,68.3,7,1
CO/N=C(/c1csc(n1)N)\C(=O)NC1C(C)N(C1=O)OCC(=O)O,9587943,357.35,10,3,0.1,0,185,7,0
C=CC[C@@H](c1ccccc1c1noc2c1cccc2)N,9795264,264.32,3,1,3.4,0,52,4,1
FC(c1ccc(nc1Cl)N1CCNCC1)(F)F,9796408,265.66,6,1,2.5,0,28.2,1,1
Clc1ccc2c(n1)C(=N[C@H](C(=O)N2)O)c1ccccc1Cl,9797214,322.1,4,2,2.7,0,74.6,1,1
COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)OC(F)(F)F,9821217,380.4,7,2,4.1,0,42.5,6,1
CN1CCC(CC1)n1nc(ccc1=O)c1c(nn2c1cccc2)c1ccccc1,9821511,385.5,4,0,2.8,0,53.2,3,1
Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCC[C@@H]2O,9823781,426.5,7,1,2.2,0,82.2,4,1
CC[C@@H](c1ccccc1)NC(=O)c1c(OCC(=O)O)c(nc2c1cccc2)c1ccccc1,9846078,440.5,5,2,5.1,0,88.5,8,0
COC(=O)/N=c/1\[nH]c2c([nH]1)cc(cc2)C(=O)N1CCN(CC1)c1ccccn1,9864646,380.4,6,2,1.7,0,103,4,0
O=C(N1CCCC[C@H]1CN1CCCC1)Cc1ccc(cc1)C(F)(F)F,9865223,354.4,5,0,3.6,0,23.6,4,1
C/N=C(/CN(=O)=O)\NCCSCc1ccc(o1)CN(C)C,9883333,314.41,6,1,0.8,0,112,9,0
Clc1ccc2c(n1)nc(cc2)N1[C@@H](CC(=O)N2CCC3(CC2)OCCO3)c2c(C1=O)cccc2,9891270,478.9,6,0,2.8,0,84.9,3,1
O=C1CCCN1CCCCN1CCN(CC1)c1nccc(c1)C(F)(F)F,9907401,370.4,7,0,2.3,0,39.7,6,1
CC[C@@H](c1ccccc1)NC(=O)c1c(OCCCC(=O)O)c(nc2c1cccc2)c1ccccc1,9912474,468.5,5,2,5.4,0,88.5,10,0
O=c1ccnc([nH]1)SCCCN1CCN(CC1)c1cc(nc(n1)C(C)(C)C)C(F)(F)F,9916104,456.5,10,1,3.4,0,99,7,1
COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)c1nccs1,9929728,379.5,5,2,3.6,0,74.4,6,1
COc1cc(NC)c(cc1C(=O)N[C@H]1CCN([C@H]1C)Cc1ccccc1)Cl,9952220,387.9,4,2,3.9,0,53.6,6,1
CC(=O)NCCCOc1cccc(c1)CN1CCCCC1,9971484,290.4,3,1,2.2,0,41.6,7,1
FC(Oc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)OC(F)(F)F)F,10001941,416.4,9,2,5,0,42.5,7,1
NC(=N)SCCF,10011896,122.17,3,2,0.5,0,75.2,3,1
C1CCN(CC1)Cc1cccc(c1)OCCCNc1ccccn1,10019237,325.4,4,1,4.4,0,37.4,8,1
CNC(=O)CCN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2,10026342,442,4,1,4.2,0,60.9,6,1
COc1ccc(cc1CN[C@H]1C2CCN([C@H]1C(c1ccccc1)c1ccccc1)CC2)C(O)(C)C,10073453,470.6,4,2,5.1,0,44.7,8,1
OCC(c1onc(n1)c1ncn2c1CN(C)C(=O)c1c2cccc1Cl)(O)C,10091748,389.8,7,2,0,0,118,3,0
N[C@H](C=C)CCC(=O)O,10219440,129.16,3,2,-2.2,0,63.3,4,1
C[C@@H](c1ccccc1)NNC(=O)c1ccccc1,10220393,240.3,2,2,2.9,0,41.1,4,1
Brc1cccc(c1N=C1NCCN1)Br,10245368,319,1,2,2,0,36.4,2,1
CC(Oc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)OC(F)(F)F)C,10272852,408.5,7,2,4.9,0,42.5,7,1
