smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB,,cid,,,cid
CC(CN(C)C)CN1c2ccccc2Sc2ccc(cc12)C#N,62865,323.5,4,0,4.4,0,55.6,4,1,,85896,,,
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,62867,475.7,7,1,3.5,0,97.8,8,1,,86322,,,
COc1ccc2c(c1)N(CC(C)CN1CCC(O)CC1)c1ccccc1S2,62870,384.5,5,1,4.5,0,61.2,5,1,,86379,,,
CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,62963,623.7,9,2,4.6,0,128,8,1,,87653,,,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)COC(=O)c1oc2ccccc2c1,62964,578.6,9,1,5.5,0,112,5,1,,88981,,,
CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)COC(C)=O,63019,472.6,7,1,3.8,0,107,7,1,,89594,,,
OCCOCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl,63345,419,5,1,3.6,0,45.2,11,1,,89657,,,
Cc1c(cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O,64143,567.8,6,4,5.7,0,127,10,0,,90274,,,
Clc1ccc(cc1)OCC(=O)OCCNC12CC3CC(CC(C3)C1)C2,64517,363.9,4,1,4.7,0,47.6,8,1,,91462,,,
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,64715,390.5,5,1,3.9,0,72.8,7,1,,91536,,,
COCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](N1C(=O)C(NC1(C)C)c1ccccc1)C2=O SARPICILLIN,65429,433.5,7,1,2,0,114,6,0,,91769,,,
CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(ccc21)Cl,65445,408.9,5,0,2,0,75.2,5,1,,92099,,,
Fc1ccc(cc1)C(CCCN1CCC(CC1)N1C(=O)Nc2cc(ccc12)Cl)c1ccc(cc1)F,65449,496,4,1,6.9,0,35.6,7,1,,92142,,,
CN(CCc1cc2cccc3c2n1c1ccccc1CC3)Cc1ccccc1,65468,366.5,1,0,5.8,0,8.2,5,1,,92943,,,
Fc1ccc(cc1)C(=O)C1CCN(CCCN2C(=O)Nc3cc(ccc23)Cl)CC1,65489,415.9,4,1,3.7,0,52.6,6,1,,93154,,,
Fc1ccc(cc1)C(=O)NCCN1CCC(CC1)N1C(=O)Nc2cc(ccc21)Cl,65490,416.9,4,2,3.7,0,64.7,5,1,,93513,,,
CCN(CC)CCN1c2ccccc2Sc2ccccc12,65535,298.4,3,0,4.9,0,31.8,5,1,,94280,,,
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc12,65589,296.4,2,0,4.8,0,21.3,4,1,,94413,,,
o1c2ccccc2cc1c1ccncc1,65590,195.22,2,0,2.9,0,26,1,1,,94957,,,
CCCOC(=O)c1cncn1C(C)c1ccccc1,65591,258.32,3,0,3.6,0,44.1,6,1,,95705,,,
COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,65612,354.5,4,0,5.4,0,41,4,1,,102065,,,
OCCN1CCN(CCCN2c3ccccc3Sc3cc(cnc32)Cl)CC1,65615,405,6,1,3.2,0,68.1,6,1,,104182,,,
O=C(OC1CN2CCC1CC2)c1ccccc1,65630,231.29,3,0,2.4,0,29.5,3,1,,107917,,,
COc1cc2c3c(c1O)C1(CC3N(C)CC2)C=CC(=O)C=C1,65631,297.3,4,1,2.2,0,49.8,1,1,,107926,,,
C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(O)=O)COC(N)=O RITIPENEM,65633,288.28,7,3,-0.8,0,156,5,0,,119146,,,
CCOC(=O)c1cncn1C(C)c1ccc(cc1)F,65635,262.28,4,0,3.2,0,44.1,5,1,,119259,,,
CC1=C(COC(=O)[C@@H]2N3[C@H](SC2(C)C)[C@H](NC(=O)[C@H](N)c2ccccc2)C3=O)OC(=O)O1 LENAMPICILLIN,65646,461.5,9,2,1.7,0,163,7,0,,119329,,,
Cc1ccc(cc1)S(=O)(=O)CCN1C(=O)CN=C(c2ccccc2Cl)c2cc(ccc21)Cl,65647,487.4,4,0,4.6,0,75.2,5,1,,121249,,,
O=C1NCCNC1c1sccc1,65649,182.25,3,2,0.3,0,69.4,1,1,,121733,,,
C1CC(CCN1)OCc1ccc2ccccc2c1,65650,241.33,2,1,2.9,0,21.3,3,1,,121734,,,
Clc1ccc(cc1)C(=O)NCCCN1CCOCC1,65659,282.76,3,1,1.8,0,41.6,5,1,,121892,,,
CCOC1c2ccccc2N(C)C(=O)c2ccccc12,65662,267.32,2,0,2.7,0,29.5,2,1,,121903,,,
CCN1CCc2[nH]c3cc(c4scc(c4c3c2C1)C)F,65677,288.4,3,1,3.8,0,47.3,1,1,,125564,,,
C[C@@H](Cc1ccccc1)N(C)C,65682,163.26,1,0,2.7,0,3.2,3,1,,127382,,,
CN1CCC2Nc3ccc(cc3C2C1)C,65684,202.3,2,1,2.3,0,15.3,0,1,,128919,,,
CNC1Cc2ccccc2N(C)c2ccccc12,65700,238.33,2,1,3,0,15.3,1,1,,129228,,,
Brc1cccc(c1)C1CC(=O)NC1=O,65706,254.08,2,1,1.3,0,46.2,1,1,,129710,,,
Clc1ccc2c(c1)N(CCCN1CCC3(CC1)NC(=O)CS3)c1ccccc1S2,65714,446,5,1,5.3,0,86.2,4,1,,130918,,,
OC(=O)C1=C(CS[C@@H]2[C@H](NC(=O)Cn3cnnn3)C(=O)N21)CSc1scnn1 CEFTEZOLE,65755,440.5,12,2,-0.7,0,235,7,0,,131074,,,
COCN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)[N+]([O-])=O,65764,325.32,5,0,2,0,87.7,3,1,,131460,,,
CC(C)C(O)C1CCCCC1,65765,156.26,1,1,3.3,0,20.2,2,1,,132157,,,
CCCCC(CC)CNC(=O)CC(C)O,65780,215.33,2,2,2.4,0,49.3,8,1,,132421,,,
CN(C)CCOC(=O)CCC(=O)OCc1cnc(c(c1CO)O)C,65782,340.37,8,2,-0.4,0,109,11,1,,132677,,,
CCCNC(=O)N1CC(OC1=O)c1ccccc1,65786,248.28,3,1,2.5,0,58.6,3,1,,132959,,,
COc1cc2c(cc1OC)S(=O)(=O)OC(C2)C(=O)NC(C)CC(C)(C)N(C)C,65789,414.5,7,1,2,0,103,7,1,,133371,,,
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)c1c(onc1c1ccccc1Cl)C)C2=O)C(O)=O CEFOXAZOLE,65798,491.9,9,2,1.3,0,164,7,0,,133741,,,
CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(ccc12)Cl,65803,344.8,3,0,3.3,0,49.8,3,1,,133832,,,
CCC1=C(C)n2cc(nc2N=C1OC)C(=O)c1ccccc1,65822,295.34,4,0,4.3,0,56.5,4,1,,134043,,,
CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c1ccccc1,65833,246.35,2,1,1.4,0,46.3,5,1,,134740,,,
CN(C)CC[C@@]1(CCc2ccccc2C1=O)c1ccccc1,65834,293.4,2,0,3.9,0,20.3,4,1,,136460,,,
OC1CCN(CC1)c1ccc(nn1)c1ccccc1Cl,65835,289.76,4,1,2.5,0,49.2,2,1,,142067,,,
OC1CCN(CC1)c1ccc(nn1)c1ccc(cc1Cl)Cl,65836,324.2,4,1,3.1,0,49.2,2,1,,145765,,,
CN1CCN2C(CN=C(c3sccc3)c3ccc(cc32)F)C1,65844,315.4,5,0,3.2,0,47.1,1,1,,146291,,,
C1CN(CCN1)c1cccc2c1OCCO2,65853,220.27,4,1,1.1,0,33.7,1,1,,146678,,,
CO[C@]1(NC(=O)CSC(F)F)[C@H]2OCC(=C(N2C1=O)C(O)=O)CSc1nnnn1CCO FLOMOXEF,65864,496.5,14,3,-1.3,0,220,11,0,,149096,,,
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,65872,359.5,4,1,3.6,0,44.8,8,1,,150716,,,
COc1cc2c(cc1OC)C(=NN=C(C)C2)c1ccc(cc1)N,65875,309.4,5,1,1.6,0,69.2,3,1,,154315,,,
CCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C)C(=O)COC(C)=O,65877,521,7,1,2.9,0,107,8,1,,155083,,,
C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(O)=O)[C@H]1CCCO1 FAROPENEM,65894,285.32,6,2,0.3,0,112,3,0,,156321,,,
CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2[C@H]1Cc1c[nH]c3cccc2c13,65898,350.4,4,2,1.8,0,68.4,2,1,,156386,,,
CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(CC3)c3ccccc3OC)C(=O)C(C1=O)C2(C)C,65902,512.6,7,0,3.4,0,90.5,10,1,,156410,,,
CC(C)OCC(COC(C)C)OCn1cnc2cnc(nc12)N,65905,323.39,7,1,1,0,97.3,9,1,,157716,,,
Clc1ccc(cc1)C1CN(CC(=O)N2CCNC(=O)C2)C(=O)C1,65919,335.78,3,1,0.5,0,69.7,3,1,,158758,,,
CC(=O)Nc1ccc(cc1)OC(=O)[C@@H]1CCC(=O)N1,65920,262.26,4,2,0.3,0,84.5,4,1,,158961,,,
NCC1CN(Cc2ccccc2)C(=O)C1,65926,204.27,2,1,0.2,0,46.3,3,1,,159642,,,
O=C1CN2C(CCC2=O)N1,65955,140.14,2,1,-0.9,0,49.4,0,1,,159977,,,
O=C(N1CCN(CC1)Cc1ccccc1)c1ccccn1,65975,281.35,3,0,2,0,36.4,3,1,,160415,,,
CCCCCCN1CCC(CC1)(C(=O)N(C)CC)c1ccccc1,65996,330.5,2,0,4.4,0,23.6,8,1,,162244,,,
CN1CCc2cc(c(cc2[C@H](C1)c1cc(cc2c1OCC2)Br)O)Cl,66002,408.7,3,1,4.7,0,32.7,1,1,,163091,,,
CO[C@H]1C[C@@H]2CN3CCc4c([nH]c5cc(ccc45)OC)[C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC,66252,428.5,6,1,2.5,0,73,5,1,,163304,,,
C[C@H](OC(C)=O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,66257,434.5,7,2,1.9,0,101,4,1,,163317,,,
NC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,66267,291.33,4,3,0.3,0,124,3,1,,165002,,,
C1CCC(NC1)C1COC(O1)(c1ccccc1)c1ccccc1,66270,309.4,3,1,3.4,0,30.5,3,1,,166535,,,
C1CN2C[C@H](N=C2S1)c1ccccc1,66374,204.29,2,0,1.8,0,40.9,1,1,,166547,,,
CC1=COc2ccccc2C1=O,66569,160.17,2,0,1.9,0,26.3,0,1,,166581,,,
CN(C)CCCN1c2ccccc2C=Cc2ccccc12,67534,278.4,2,0,5,0,6.5,4,1,,172296,,,
CCN(CC)C(=O)CNC(=O)c1cc(c(c(c1)OC)OC)OC,67763,324.37,5,1,1.4,0,77.1,8,1,,172309,,,
O=C(N1CCOCC1)c1cccnc1,68116,192.21,3,0,-0.1,0,42.4,1,1,,174100,,,
Fc1ccc(cc1)OCCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,68186,383.5,5,1,3.4,0,44.8,6,1,,175540,,,
BrC(=C)CC1(CC=C)C(=O)NC(=O)NC1=O,68416,287.11,3,2,1.5,0,75.3,4,1,,176864,,,
CC1=C(CCN2CCC(CC2)C(=O)c2ccc(cc2)F)C(=O)N2CCSC2=N1,68604,401.5,6,0,2.8,0,78.3,5,1,,178132,,,
CN[C@H]1CC[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc21,68617,306.2,1,1,4.8,0,12,2,1,,178134,,,
O=C1Nc2ccccc2N1C1CCN(CCOc2ccccc2)CC1,68634,337.4,3,1,3.6,0,44.8,5,1,,179342,,,
CCCC(=O)OCC(=O)[C@@]1(OC(=O)CCC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C,68655,567.5,6,0,5,0,86.7,10,1,,181817,,,
Fc1ccc(cc1)C(=O)CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1,68663,391.5,4,1,2.8,0,39.3,5,1,,182176,,,
O=C(N1CCN(CC1)Cc1ccccc1)c1oc2ccccc2c1,68664,320.4,3,0,3.6,0,36.7,3,1,,182230,,,
Cc1sc(nn1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)c1ccccc1)C2=O)C(O)=O CEFCANEL,68666,478.6,10,3,0.4,0,212,7,0,,183092,,,
OC1N=C(c2ccccc2Cl)c2nc(ccc2NC1=O)Cl,68672,322.1,4,2,2.7,0,74.6,1,1,,183810,,,
CN(C)CC1COC2(O1)c1ccccc1COc1ccccc21,68674,311.4,4,0,2.5,0,30.9,2,1,,184147,,,
CNc1nc(c(c(n1)N1CCN(C)CC1)SC)Cl,68678,287.81,6,1,2.3,0,69.6,3,1,,184820,,,
CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](/N=C/N1CCCCCC1)C2=O BACMECILLINAM,68681,441.5,8,0,2.9,0,123,9,0,,185376,,,
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O ARBEKACIN,68682,552.6,15,11,-6.8,0,297,10,0,,188927,,,
CCCC(CCC)(CCC)C(N)=O,68689,185.31,1,1,3.2,0,43.1,7,1,,189875,,,
CC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1ccc(cc1)C1=NCCCN1)C2=O)C(O)=O CEFROTIL,68692,414.5,6,3,0.7,0,136,5,0,,193965,,,
COc1ccccc1N1CCN(CC1)CCC1=C(NC(=O)O1)c1ccc(cc1)F,68696,397.4,6,1,3.3,0,54,6,1,,193989,,,
Cn1nc(nc1c1ccccc1CO)c1cccnc1,68702,266.3,4,1,1.4,0,63.8,3,1,,193994,,,
Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,68710,311.4,4,0,3.5,0,28.6,6,1,,195376,,,
COc1ccc2n3c4c(c2c1)CCN=C4N(C)CC3,68713,255.31,2,0,1.4,0,29.8,1,1,,198061,,,
CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(ccc2NC1=O)Cl,68722,370.8,4,1,4.4,0,67.8,4,1,,198236,,,
CSc1c(nc(nc1N1CCN(C)CC1)NC(C)C)Cl,68725,315.87,6,1,3.1,0,69.6,4,1,,198730,,,
OCCN1CCN(CCCC2c3ccc(cc3Sc3ccc(cc23)C(F)(F)F)F)CC1,68751,454.5,8,1,4.6,0,52,6,1,,198752,,,
CCN(CC)CCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)c1c(cccc1OC)OC)C2=O TAMETICILLIN,68757,479.6,8,1,2.3,0,123,11,0,,204665,,,
Clc1ccc2c(c1)C(=NCC(=O)N2CCOCC1CC1)c1ccccc1,68777,368.9,3,0,3.4,0,41.9,6,1,,205972,,,
CC(C)(C)N1CCC(CC1)(c1ccccc1)c1ccccc1,68778,293.4,1,0,5.2,0,3.2,3,1,,208832,,,
CN1C(=O)CN(C(c2ccccc2)c2cc(ccc12)Cl)C(N)=O,68787,329.8,2,1,2.1,0,66.6,1,1,,208838,,,
CC(C)C(CCCCCC(O)=O)NCc1ccc(cc1)F,68789,295.4,4,2,1.6,0,49.3,10,1,,208917,,,
Cc1ncc2n1c1ccc(cc1C(=NC2)c1ccccc1Cl)Cl,68790,342.2,2,0,3,0,30.2,1,1,,208921,,,
O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,68793,282.3,4,2,-1.8,0,98.8,4,1,,208922,,,
Cc1ccc2n3c4c(c2c1)CCCC4NCC3,68802,226.32,1,1,2.3,0,17,0,1,,208923,,,
CN(C)C(=O)CCNc1ccc(cc1)Br,68839,271.15,2,1,2.6,0,32.3,4,1,,208930,,,
CCC1(CC)C(=O)NC=C(C)C1=O,68842,181.23,2,1,1.4,0,46.2,2,1,,208954,,,
CCC(CC)(CC=C)C(N)=O,68845,155.24,1,1,1.8,0,43.1,5,1,,216247,,,
CN(C)CC(=O)N1c2ccccc2Sc2ccccc12,68846,284.4,3,0,3.1,0,48.8,2,1,,216254,,,
CCN(CC)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,68847,376.5,5,2,2.2,0,76.8,5,1,,216287,,,
CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(c4cccc2c34)C)N(C)C1,68848,362.5,5,1,1.4,0,66,3,1,,216376,,,
CN1CCC2=C(CC1)c1ccccc1Oc1ccccc21,68858,277.4,2,0,3.4,0,12.5,0,1,,216456,,,
CCN(CC)CC(=O)Oc1ccc(cc1)NC(C)=O,68865,264.32,4,1,1.1,0,58.6,7,1,,216992,,,
CCOc1cc(c(cc1C(=O)NC1CCN(CC1)CC1CCC=CC1)[N+]([O-])=O)N,68867,402.5,6,2,3.6,0,113,6,1,,218089,,,
CCCC(=O)O[C@@]1(CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(C)=O,68868,428.6,5,1,4.6,0,80.7,5,1,,219050,,,
CN1c2ccccc2C(NCCCCCCC(O)=O)c2ccc(cc2S1(=O)=O)Cl,68870,437,6,2,1.2,0,95.1,8,1,,219071,,,
COc1ccc2c(c1)CN(C)CC2c1ccc(c(c1)Cl)Cl,68871,322.2,2,0,4.5,0,12.5,2,1,,219081,,,
CCCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,68880,355.5,6,2,1.1,0,110,7,1,,219095,,,
CC(C)(C)C(=O)NCCCC(O)=O,68888,187.24,3,2,0.8,0,66.4,5,1,,242364,,,
CNC1CCc2ncsc2C1,68895,168.26,3,1,1.3,0,53.2,1,1,,247704,,,
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1)C(=O)CO)O LEURUBICIN,68897,656.7,13,7,2.3,0,235,9,0,,252327,,,
CN(C(=O)CNCC(C)=C)c1ccc(cc1C(=O)c1ccccc1)Cl,68903,356.8,3,1,4.1,0,49.4,7,1,,252360,,,
CCCN1CCC(=CC1)c1c[nH]c2ccc(cc12)Cl,68915,274.79,1,1,3.8,0,19,3,1,,255791,,,
CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)COC(C)=O,68921,460.6,7,1,3.3,0,107,7,1,,299322,,,
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1ccccc1)C2=O)C(O)=O CEFALORAM,68940,390.4,7,2,0.2,0,138,7,0,,299379,,,
CN1CCC(CC1)OC1c2ccccc2CCc2ccccc12,70593,307.4,2,0,4.2,0,12.5,2,1,,428711,,,
CN(C)C(=O)C1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Cl,71101,430.9,4,0,3.5,0,40.6,7,1,,431429,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(O)=O FENBENICILLIN,71107,426.5,6,2,3.5,0,121,6,0,,439280,,,
OC(CN1CCCCC1)c1cc(on1)c1ccccc1,71109,272.34,4,1,2.1,0,49.5,4,1,,442949,,,
CCCC(CCC)C(N)=O,71113,143.23,1,1,2.1,0,43.1,5,1,,444031,,,
CN(C)CCC=C1c2ccccc2Sc2ccccc12,71115,281.4,2,0,4.6,0,28.5,3,1,,444795,,,
CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(cc3)F)CC2)C1=O,71117,346.4,5,0,1.3,0,57.7,5,1,,445143,,,
CN1CCc2[nH]c3ccc4scc(c4c3c2C1)C,71140,256.4,2,1,3.3,0,47.3,0,1,,448537,,,
CN(C(=O)CN(CCO)CCO)c1ccc(cc1C(=O)c1ccccc1Cl)Cl,71142,425.3,5,2,2.6,0,81.1,9,1,,449215,,,
COc1cccc(c1OC)C(=O)N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,71148,380.5,4,1,3.8,0,50.8,6,1,,460612,,,
O=C1CCN=C2CC(CN12)c1ccccc1,71152,214.26,2,0,0.6,0,32.7,1,1,,466470,,,
NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F,71153,316.32,6,2,1.5,0,61.6,4,1,,474901,,,
Cc1cccc(c1NC(=O)CN1CCCC1=O)C,71157,246.3,2,1,1.4,0,49.4,3,1,,521716,,,
CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,71160,258.35,4,0,4.3,0,52.6,10,1,,547559,,,
CC1(CC(=O)N(CN2CCOCC2)C1=O)c1ccccc1,71165,288.34,4,0,1,0,49.8,3,1,,565900,,,
COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,71195,329.5,4,1,3.4,0,58,5,1,,622931,,,
CN1C(c2ccc(c(c2)Cl)Cl)S(=O)(=O)CCC1=O,71209,308.2,3,0,1.7,0,62.8,1,1,,638046,,,
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,71215,477,5,2,4.7,0,68.2,8,1,,638186,,,
C1CC(CCN1)CCc1cc(nc2ccccc12)c1ccccc1,71219,316.4,2,1,5,0,24.9,4,1,,639540,,,
CN1C(=O)CC(=O)N(c2ccccc2)c2c(n[nH]c12)C,71228,270.29,3,1,1.1,0,69.3,1,1,,641115,,,
OCCN1CCN(CC1)[C@@H]1C[C@@H](c2ccc(cc2)F)c2ccc(cc21)C(F)(F)F,71240,408.4,7,1,3.7,0,26.7,4,1,,643606,,,
CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,71248,296.34,5,1,1.4,0,91.9,5,1,,643985,,,
CNS(=O)(=O)c1cc(c(cc1N)OC)C(=O)NCC1CCCN1CC=C,71253,382.5,7,3,1.2,0,122,8,1,,644000,,,
CC(C)(C)NCC(O)c1ccccc1F,71254,211.28,3,2,1.7,0,32.3,4,1,,667420,,,
COc1cc2c(cc1OC)C(=NN=C(C)C2)c1cccc(c1)Cl,71257,328.8,4,0,3.8,0,43.2,3,1,,667436,,,
Cc1cc(nnc1NCCN1CCOCC1)c1ccc(cc1)O,71258,314.4,6,2,1.7,0,70.5,5,1,,667440,,,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O FLURITHROMYCIN,71260,751.9,15,5,2.8,0,194,7,0,,667444,,,
COCC1CN=C(c2ccccc2Cl)c2cc(ccc2N1C)Br,71272,393.7,3,0,4.4,0,24.8,3,1,,667467,,,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O ERYTHROMYCIN-PROPIONATE,71277,790,15,4,3.7,0,200,10,0,,667468,,,
CN1C(=O)N(C)c2ncn(c2C1=O)CCN1CCC(CC1)c1c[nH]c2ccccc12,71304,406.5,4,1,1.9,0,77.5,4,1,,667477,,,
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C([O-])=O)SC1Cn2cnc[n+]2C1 BIAPENEM,71339,350.4,6,1,1.4,0,128,3,0,,667530,,,
Nc1cc(c(cc1Cl)C(=O)NC1CN2CCC1CC2)OCC1CC1,71342,349.9,4,2,2.5,0,67.6,5,1,,667534,,,
CC1=CC=CN2C(=O)C(=C(C)N=C21)CCN1CCC(CC1)c1noc2cc(ccc12)F,71351,420.5,6,0,3.3,0,61.9,4,1,,667550,,,
CN(C)[C@@H](CCOc1cccc2ccccc21)c1ccccc1,71353,305.4,2,0,5.1,0,12.5,6,1,,667684,,,
COc1cc(ccc1OCCCN1CCC(CC1)c1noc2cc(ccc12)F)C(C)=O,71360,426.5,7,0,4.1,0,64.8,8,1,,667687,,,
CC1(C)S[C@@H]2[C@H](NC(=O)CSCC=C)C(=O)N2[C@H]1C(O)=O ALMECILLIN,71365,330.4,6,2,1.8,0,137,6,0,,676643,,,
CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C)C(=O)CCl,71386,479,6,0,3.8,0,77.5,6,1,,688011,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(O)=O EPICILLIN,71392,351.4,6,3,-1.3,0,138,4,0,,688095,,,
CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc12,71397,285.4,1,0,4.5,0,3.2,1,1,,688145,,,
CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c4ccc(c(c4c(c3C(=O)[C@]2(O)C1=O)O)O)C)C CETOCYCLINE,71402,411.4,8,5,2,0,158,1,0,,688272,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,71422,342.5,3,1,2.9,0,54.4,1,1,,688437,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc12 TALAMPICILLIN,71447,481.5,8,2,2.7,0,153,6,0,,688469,,,
CO[C@H]1CCC[C@@H]2[C@@H]3[C@@H]([C@@H](C)O)C(=O)N3C(=C12)C(O)=O SANFETRINEM,71452,281.3,5,2,-0.1,0,87.1,3,0,,688483,,,
CC(COc1ccccc1)NN,71467,166.22,3,2,1.1,0,47.3,4,1,,698135,,,
CN1C2CCC1CC(C2)OC(=O)C(C)(CO)c1ccccc1,71626,303.4,4,1,2.6,0,49.8,5,1,,712707,,,
CN(C)CC1=Cc2ccccc2Sc2ccccc12,71644,267.4,2,0,3.9,0,28.5,2,1,,719234,,,
CC(NNC(=O)c1ccccc1)c1ccccc1,71671,240.3,2,2,2.9,0,41.1,4,1,,727961,,,
Clc1ccc2c(c1)N(C(=O)CCN2)c1ccccc1,71709,272.73,2,1,2.5,0,32.3,1,1,,728634,,,
